Title,Date Of Issue,Link,Code,PDF Link,PDF Filename,S3 URL,Extraction Timestamp,Update Timestamp,Verification Timestamp
"Designation of 7 individuals as ‘Terrorists’ under Section 35 (1) (a) of the Unlawful Activities (Prevention) Act (UAPA), 1967 and their listing in the Schedule IV of the Act- Reg.","Jun 23, 2022",https://website.rbi.org.in/web/rbi/-/notifications/designation-of-7-individuals-as-terrorists-under-section-35-1-a-of-the-unlawful-activities-prevention-act-uapa-1967-and-their-listing-in-the-schedule-iv-of-the-act-reg.-12343,"RBI/2022-23/75 DOR.AML.REC.50/14.06.001/2022-23 June 23, 2022 The Chairpersons/ CEOs of all the Regulated Entities Madam/Dear Sir, Designation of 7 individuals as ‘Terrorists’ under Section 35 (1) (a) of the Unlawful Activities (Prevention) Act (UAPA), 1967 and their listing in the Schedule IV of the Act- Reg. In terms of Section 53 of our Master Direction on Know Your Customer dated",https://website.rbi.org.in/documents/87730/39710850/Circular7individuals9c4c2f58a6f44e8a9bcd55a6e098421f.pdf,RBI_2022-23_75_DOR_AML_REC_50_14_06_001_2022-23_June_23_2022_The_Chairpersons_CEOs_of_all_the_Regula_20250107224550.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_75_DOR_AML_REC_50_14_06_001_2022-23_June_23_2022_The_Chairpersons_CEOs_of_all_the_Regula_20250107224550.pdf,2025-01-07 22:45:50,2025-01-07 22:45:50,2025-01-07 22:45:50
"Extension of timeline for implementation of certain provisions of Master Direction - Credit Card and Debit Card - Issuance and Conduct Directions, 2022","Jun 21, 2022",https://website.rbi.org.in/web/rbi/-/notifications/extension-of-timeline-for-implementation-of-certain-provisions-of-master-direction-credit-card-and-debit-card-issuance-and-conduct-directions-2022-12342,RBI/2022-23/74 DoR.AUT.REC.No.48/24.01.041/2022-23,https://website.rbi.org.in/documents/87730/39710850/NT740e2d743ba6c842e0837b04e0baae9697.pdf,RBI_2022-23_74_DoR_AUT_REC_No_48_24_01_041_2022-23_20250107224601.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_74_DoR_AUT_REC_No_48_24_01_041_2022-23_20250107224601.pdf,2025-01-07 22:46:01,2025-01-07 22:46:01,2025-01-07 22:46:01
Processing of e-mandates for recurring transactions,"Jun 16, 2022",https://website.rbi.org.in/web/rbi/-/notifications/processing-of-e-mandates-for-recurring-transactions-12341,RBI/2022-23/73 CO.DPSS.POLC.No.S-518/02.14.003/2022-23,https://website.rbi.org.in/documents/87730/39710850/NOTI737fe6ee857fb94235bd31dca38e14acc9.pdf,RBI_2022-23_73_CO_DPSS_POLC_No_S-518_02_14_003_2022-23_20250107224604.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_73_CO_DPSS_POLC_No_S-518_02_14_003_2022-23_20250107224604.pdf,2025-01-07 22:46:04,2025-01-07 22:46:04,2025-01-07 22:46:04
Sovereign Gold Bond (SGB) Scheme 2022-23,"Jun 16, 2022",https://website.rbi.org.in/web/rbi/-/notifications/sovereign-gold-bond-sgb-scheme-2022-23-12340,RBI/2022-23/72 IDMD.CDD.No.S789/14.04.050/2022-23,https://website.rbi.org.in/documents/87730/39710850/SGBC202223695ca70960ce4c86907191ca54b4f264.pdf,RBI_2022-23_72_IDMD_CDD_No_S789_14_04_050_2022-23_20250107224606.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_72_IDMD_CDD_No_S789_14_04_050_2022-23_20250107224606.pdf,2025-01-07 22:46:06,2025-01-07 22:46:06,2025-01-07 22:46:06
Bank finance to Government owned entities,"Jun 14, 2022",https://website.rbi.org.in/web/rbi/-/notifications/bank-finance-to-government-owned-entities-12339,"RBI/2022-23/71 DOR.CRE.REC.No.47/13.03.00/2022-23 June 14, 2022 All Scheduled Commercial Banks (Excluding RRBs) Madam / Dear Sir Bank finance to Government owned entities Please refer to the Master Circulars DBR.No.Dir.BC.10/13.03.00/2015-16 dated July 1, 2015 on ‘Loans and Advances – Statutory and Other Restrictions’ and DOR.CRE.REC.No.06/08.12.001/2022-23 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI71933b6f13a4f64595b2c9070f02cfffea.pdf,RBI_2022-23_71_DOR_CRE_REC_No_47_13_03_00_2022-23_June_14_2022_All_Scheduled_Commercial_Banks_Exclud_20250107224609.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_71_DOR_CRE_REC_No_47_13_03_00_2022-23_June_14_2022_All_Scheduled_Commercial_Banks_Exclud_20250107224609.pdf,2025-01-07 22:46:09,2025-01-07 22:46:09,2025-01-07 22:46:09
"Punjab and Maharashtra Co-operative Bank Limited (Amalgamation with Unity Small Finance Bank Limited) Scheme, 2022 - Provisioning on interbank exposure and valuation of Perpetual Non-Cumulative Preference Shares (PNCPS) and Equity Warrants","Jun 10, 2022",https://website.rbi.org.in/web/rbi/-/notifications/punjab-and-maharashtra-co-operative-bank-limited-amalgamation-with-unity-small-finance-bank-limited-scheme-2022-provisioning-on-interbank-exposure-and-valuation-of-perpetual-non-cumulative-preference-shares-pncps-and-equity-warran-12338,RBI/2022-23/70 DOR.MRG.REC.46/00-00-011/2022-23,https://website.rbi.org.in/documents/87730/39710850/EPMCa70c899195bd40508e1fc6a4d2fd078f.pdf,RBI_2022-23_70_DOR_MRG_REC_46_00-00-011_2022-23_20250107224614.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_70_DOR_MRG_REC_46_00-00-011_2022-23_20250107224614.pdf,2025-01-07 22:46:14,2025-01-07 22:46:14,2025-01-07 22:46:14
"Discontinuation of Return under Foreign Exchange Management Act, 1999","Jun 09, 2022",https://website.rbi.org.in/web/rbi/-/notifications/discontinuation-of-return-under-foreign-exchange-management-act-1999-12337,"RBI/2022-23/69 A.P. (DIR Series) Circular No. 05 June 09, 2022 AD Category I banks Madam/ Sir, Discontinuation of Return under Foreign Exchange Management Act, 1999 Attention of Authorised Persons is invited to A.P. (DIR series) circular No 26, dated",https://website.rbi.org.in/documents/87730/39710850/NT69afce5e7afb7a45c48affb35274649b24.pdf,RBI_2022-23_69_A_P_DIR_Series_Circular_No_05_June_09_2022_AD_Category_I_banks_Madam_Sir_Discontinuat_20250107224617.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_69_A_P_DIR_Series_Circular_No_05_June_09_2022_AD_Category_I_banks_Madam_Sir_Discontinuat_20250107224617.pdf,2025-01-07 22:46:17,2025-01-07 22:46:17,2025-01-07 22:46:17
Individual Housing loans - Enhancement in limits,"Jun 08, 2022",https://website.rbi.org.in/web/rbi/-/notifications/individual-housing-loans-enhancement-in-limits-12336,RBI/2022-23/68 DOR.CRE.REC.42/09.22.010/2022-23,https://website.rbi.org.in/documents/87730/39710850/68UCBhousingloande90654d2b0844a58c0c638e70b9008a.pdf,RBI_2022-23_68_DOR_CRE_REC_42_09_22_010_2022-23_20250107224623.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_68_DOR_CRE_REC_42_09_22_010_2022-23_20250107224623.pdf,2025-01-07 22:46:23,2025-01-07 22:46:23,2025-01-07 22:46:23
"Section 23 of the Banking Regulation Act, 1949 - Doorstep Banking","Jun 08, 2022",https://website.rbi.org.in/web/rbi/-/notifications/section-23-of-the-banking-regulation-act-1949-doorstep-banking-12334,RBI/2022-23/66 DOR.REG.No.45/19.51.052/2022-23,https://website.rbi.org.in/documents/87730/39710850/NOT6606776d5d132a4c0c9c450a28ab15bc34.pdf,RBI_2022-23_66_DOR_REG_No_45_19_51_052_2022-23_20250107224632.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_66_DOR_REG_No_45_19_51_052_2022-23_20250107224632.pdf,2025-01-07 22:46:32,2025-01-07 22:46:32,2025-01-07 22:46:32
Enhancement in Individual Housing Loan limits and credit to Commercial Real Estate - Residential Housing (CRE-RH),"Jun 08, 2022",https://website.rbi.org.in/web/rbi/-/notifications/enhancement-in-individual-housing-loan-limits-and-credit-to-commercial-real-estate-residential-housing-cre-rh-12335,"RBI/2022-23/67 DOR.CRE.REC.43/09.22.010/2022-23 June 08, 2022 All State Co-operative Banks (StCBs) All District Central Co-operative Banks (DCCBs) Madam / Dear Sir, Enhancement in Individual Housing Loan limits and credit to Commercial Real Estate - Residential Housing (CRE-RH) Please refer to our circulars RPCD CO.RCBD.BC.No.15 /03.03.01/2009-10 dated August 13, 2009, RPCD.CO.RF.BC.No.109/07.38.01/2008-09 dated",https://website.rbi.org.in/documents/87730/39710850/67RCBCRERH6cc4b8d3644744ea8773889b8aa67615.pdf,RBI_2022-23_67_DOR_CRE_REC_43_09_22_010_2022-23_June_08_2022_All_State_Co-operative_Banks_StCBs_All__20250107224643.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_67_DOR_CRE_REC_43_09_22_010_2022-23_June_08_2022_All_State_Co-operative_Banks_StCBs_All__20250107224643.pdf,2025-01-07 22:46:43,2025-01-07 22:46:43,2025-01-07 22:46:43
Change in Bank Rate,"Jun 08, 2022",https://website.rbi.org.in/web/rbi/-/notifications/change-in-bank-rate-12333,"RBI/2022-23/65 DOR.RET.REC.44/12.01.001/2022-23 June 08, 2022 All Banks Madam/Sir, Change in Bank Rate Please refer to our circular DOR.RET.REC.32/12.01.001/2022-23 dated",https://website.rbi.org.in/documents/87730/39710850/NT65b69d41d563b74fe6af2a944f3e37ebf7.pdf,RBI_2022-23_65_DOR_RET_REC_44_12_01_001_2022-23_June_08_2022_All_Banks_Madam_Sir_Change_in_Bank_Rate_20250107224646.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_65_DOR_RET_REC_44_12_01_001_2022-23_June_08_2022_All_Banks_Madam_Sir_Change_in_Bank_Rate_20250107224646.pdf,2025-01-07 22:46:46,2025-01-07 22:46:46,2025-01-07 22:46:46
Standing Liquidity Facility for Primary Dealers,"Jun 08, 2022",https://website.rbi.org.in/web/rbi/-/notifications/standing-liquidity-facility-for-primary-dealers-12332,RBI/2022-23/64 MPD.BC.393/07.01.279/2022-23,https://website.rbi.org.in/documents/87730/39710850/NT6476bba3e853f94695aa0d4dd51d4ee3b1.pdf,RBI_2022-23_64_MPD_BC_393_07_01_279_2022-23_20250107224702.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_64_MPD_BC_393_07_01_279_2022-23_20250107224702.pdf,2025-01-07 22:47:02,2025-01-07 22:47:02,2025-01-07 22:47:02
Liquidity Adjustment Facility - Change in rates,"Jun 08, 2022",https://website.rbi.org.in/web/rbi/-/notifications/liquidity-adjustment-facility-change-in-rates-12331,RBI/2022-23/63 FMOD.MAOG.No.145/01.01.001/2022-23,https://website.rbi.org.in/documents/87730/39710850/Ratehike88756231362a4471bc8a3de27de0da39.pdf,RBI_2022-23_63_FMOD_MAOG_No_145_01_01_001_2022-23_20250107224704.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_63_FMOD_MAOG_No_145_01_01_001_2022-23_20250107224704.pdf,2025-01-07 22:47:04,2025-01-07 22:47:04,2025-01-07 22:47:04
Branches of Indian Banks operating in GIFT-IFSC - acting as Professional Clearing Member (PCM) of India International Bullion Exchange IFSC Limited (IIBX),"Jun 07, 2022",https://website.rbi.org.in/web/rbi/-/notifications/branches-of-indian-banks-operating-in-gift-ifsc-acting-as-professional-clearing-member-pcm-of-india-international-bullion-exchange-ifsc-limited-iibx-12330,RBI/2022-23/62 DoR.AUT.REC.41/24.01.001/2022-23,https://website.rbi.org.in/documents/87730/39710850/NT623b1cfba529a34a20a562535a19362cf1.pdf,RBI_2022-23_62_DoR_AUT_REC_41_24_01_001_2022-23_20250107224707.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_62_DoR_AUT_REC_41_24_01_001_2022-23_20250107224707.pdf,2025-01-07 22:47:07,2025-01-07 22:47:07,2025-01-07 22:47:07
Provisioning for Standard assets by Non-Banking Financial Company - Upper Layer,"Jun 06, 2022",https://website.rbi.org.in/web/rbi/-/notifications/provisioning-for-standard-assets-by-non-banking-financial-company-upper-layer-12329,RBI/2022-23/61 DOR.STR.REC.40/21.04.048/2022-23,https://website.rbi.org.in/documents/87730/39710850/NOTI61bbaf63fb732e4c46a8149975c0481d34.pdf,RBI_2022-23_61_DOR_STR_REC_40_21_04_048_2022-23_20250107224710.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_61_DOR_STR_REC_40_21_04_048_2022-23_20250107224710.pdf,2025-01-07 22:47:10,2025-01-07 22:47:10,2025-01-07 22:47:10
Interest Equalization Scheme (IES) on Pre and Post Shipment Rupee Export Credit - Extension,"May 31, 2022",https://website.rbi.org.in/web/rbi/-/notifications/interest-equalization-scheme-ies-on-pre-and-post-shipment-rupee-export-credit-extension-12327,"RBI/2022-23/60 DOR.STR.REC.39/04.02.001/2022-23 May 31, 2022 All Scheduled Commercial Banks (excluding RRBs),Small Finance Banks, Primary (Urban) Cooperative Banks &amp; State Cooperative Banks (scheduled banks having AD category-I license), andExim Bank Dear Sir / Madam, Interest Equalization Scheme (IES) on Pre and Post Shipment Rupee Export Credit - Extension Please refer to paragraph 2.4 of the circular No. DOR.STR.REC.93/04.02.001/2021-22 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI60600b7bf138fc4635b68f235556844a6f.pdf,RBI_2022-23_60_DOR_STR_REC_39_04_02_001_2022-23_May_31_2022_All_Scheduled_Commercial_Banks_excluding_20250107224712.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_60_DOR_STR_REC_39_04_02_001_2022-23_May_31_2022_All_Scheduled_Commercial_Banks_excluding_20250107224712.pdf,2025-01-07 22:47:12,2025-01-07 22:47:12,2025-01-07 22:47:12
"Implementation of Section 51A of UAPA, 1967: Updates to UNSC’s 1267/ 1989 ISIL (Da'esh) & Al-Qaida Sanctions List: Amendment in 6 entries (individuals)","May 30, 2022",https://website.rbi.org.in/web/rbi/-/notifications/implementation-of-section-51a-of-uapa-1967-updates-to-unsc-s-1267-1989-isil-da-esh-amp-al-qaida-sanctions-list-amendment-in-6-entries-individuals-12326,"RBI/2022-2023/59 DOR.AML.REC.38/14.06.001/2022-23 May 30, 2022 The Chairpersons/ CEOs of all the Regulated Entities Madam/Dear Sir, Implementation of Section 51A of UAPA, 1967: Updates to UNSC’s 1267/ 1989 ISIL (Da'esh) &amp; Al-Qaida Sanctions List: Amendment in 6 entries (individuals) Please refer to Section 51 of our Master Direction on Know Your Customer dated",https://website.rbi.org.in/documents/87730/39710850/NOTI59ad3c5bc0a1db496291fed85954ceea8f.pdf,RBI_2022-2023_59_DOR_AML_REC_38_14_06_001_2022-23_May_30_2022_The_Chairpersons_CEOs_of_all_the_Regul_20250107224714.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-2023_59_DOR_AML_REC_38_14_06_001_2022-23_May_30_2022_The_Chairpersons_CEOs_of_all_the_Regul_20250107224714.pdf,2025-01-07 22:47:14,2025-01-07 22:47:14,2025-01-07 22:47:14
Bharat Bill Payment System - Amendment to guidelines,"May 26, 2022",https://website.rbi.org.in/web/rbi/-/notifications/bharat-bill-payment-system-amendment-to-guidelines-12325,RBI/2022-2023/58 CO.DPSS.POLC.No. S-253/02-27-020/2022-23,https://website.rbi.org.in/documents/87730/103411481/NT58dbe6cb8d8b3e4dc9972bff895602bb64.pdf,RBI_2022-2023_58_CO_DPSS_POLC_No_S-253_02-27-020_2022-23_20250107224716.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-2023_58_CO_DPSS_POLC_No_S-253_02-27-020_2022-23_20250107224716.pdf,2025-01-07 22:47:16,2025-01-07 22:47:16,2025-01-07 22:47:16
Guidelines on import of gold by Qualified Jewellers as notified by - The International Financial Services Centers Authority (IFSCA),"May 25, 2022",https://website.rbi.org.in/web/rbi/-/notifications/guidelines-on-import-of-gold-by-qualified-jewellers-as-notified-by-the-international-financial-services-centers-authority-ifsca-12324,RBI/2022-2023/57 A.P. (DIR Series) Circular No.04,https://website.rbi.org.in/documents/87730/39710850/APDIR5736998bb416fa4828a5d1200573d7bc64.pdf,RBI_2022-2023_57_A_P_DIR_Series_Circular_No_04_20250107224718.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-2023_57_A_P_DIR_Series_Circular_No_04_20250107224718.pdf,2025-01-07 22:47:18,2025-01-07 22:47:18,2025-01-07 22:47:18
Housing Finance - Loans for repairs/additions/alterations - Enhancement of limits,"May 24, 2022",https://website.rbi.org.in/web/rbi/-/notifications/housing-finance-loans-for-repairs-additions-alterations-enhancement-of-limits-12323,RBI/2022-23/56 DOR.CRE.REC.18/09.22.010/2022-23,https://website.rbi.org.in/documents/87730/39710850/NT5601b310baffa0464f9164fde854402564.pdf,RBI_2022-23_56_DOR_CRE_REC_18_09_22_010_2022-23_20250107224721.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_56_DOR_CRE_REC_18_09_22_010_2022-23_20250107224721.pdf,2025-01-07 22:47:21,2025-01-07 22:47:21,2025-01-07 22:47:21
"Reserve Bank of India (Financial Statements - Presentation and Disclosures) Directions, 2021 - Reporting of reverse repos with Reserve Bank on the bank’s balance sheet","May 19, 2022",https://website.rbi.org.in/web/rbi/-/notifications/reserve-bank-of-india-financial-statements-presentation-and-disclosures-directions-2021-reporting-of-reverse-repos-with-reserve-bank-on-the-bank-s-balance-sheet-12322,RBI/2022-23/55DOR.ACC.REC.No.37/21.04.018/2022-23,https://website.rbi.org.in/documents/87730/39710850/NOTI55415d185d2d5e4e06a30bedc748c9e783.pdf,RBI_2022-23_55DOR_ACC_REC_No_37_21_04_018_2022-23_20250107224723.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_55DOR_ACC_REC_No_37_21_04_018_2022-23_20250107224723.pdf,2025-01-07 22:47:23,2025-01-07 22:47:23,2025-01-07 22:47:23
Interoperable Card-less Cash Withdrawal (ICCW) at ATMs,"May 19, 2022",https://website.rbi.org.in/web/rbi/-/notifications/interoperable-card-less-cash-withdrawal-iccw-at-atms-12321,RBI/2022-23/54 CO.DPSS.POLC.No.S-227/02-10-002/2022-23,https://website.rbi.org.in/documents/87730/39710850/NT5411aa96313b1b48b7a9d9b53dcff1cbb5.pdf,RBI_2022-23_54_CO_DPSS_POLC_No_S-227_02-10-002_2022-23_20250107224734.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_54_CO_DPSS_POLC_No_S-227_02-10-002_2022-23_20250107224734.pdf,2025-01-07 22:47:34,2025-01-07 22:47:34,2025-01-07 22:47:34
Government of India guaranteed term loan extended by SBI to the Government of Sri Lanka- Settlement in INR,"May 19, 2022",https://website.rbi.org.in/web/rbi/-/notifications/government-of-india-guaranteed-term-loan-extended-by-sbi-to-the-government-of-sri-lanka-settlement-in-inr-12320,RBI/2022-2023/53 A.P. (DIR Series) Circular No.03,https://website.rbi.org.in/documents/87730/39710850/NT53292ba90a9c974c419a2cb59d6c595ccf.pdf,RBI_2022-2023_53_A_P_DIR_Series_Circular_No_03_20250107224737.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-2023_53_A_P_DIR_Series_Circular_No_03_20250107224737.pdf,2025-01-07 22:47:37,2025-01-07 22:47:37,2025-01-07 22:47:37
"New Definition of Micro, Small and Medium Enterprises - Clarification","May 19, 2022",https://website.rbi.org.in/web/rbi/-/notifications/new-definition-of-micro-small-and-medium-enterprises-clarification-12319,RBI/2022-23/52 FIDD.MSME &amp; NFS.BC.No.7/06.02.31/2022-23,https://website.rbi.org.in/documents/87730/39710850/NT5221b04452da204b719d6c51cb7ff3c763.pdf,RBI_2022-23_52_FIDD_MSME_amp_NFS_BC_No_7_06_02_31_2022-23_20250107224739.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_52_FIDD_MSME_amp_NFS_BC_No_7_06_02_31_2022-23_20250107224739.pdf,2025-01-07 22:47:39,2025-01-07 22:47:39,2025-01-07 22:47:39
Kisan Credit Card Scheme - Eligibility criteria for farmers engaged in fisheries/ aquaculture,"May 18, 2022",https://website.rbi.org.in/web/rbi/-/notifications/kisan-credit-card-scheme-eligibility-criteria-for-farmers-engaged-in-fisheries-aquaculture-12318,"RBI/2022-23/51 FIDD.CO.FSD.BC.No.6/05.05.010/2022-23 May 18, 2022 The Chairman/Managing Director/Chief Executive OfficerAll Scheduled Commercial Banks (including Small Finance Banks andexcluding Regional Rural Banks) Madam/ Dear Sir, Kisan Credit Card Scheme - Eligibility criteria for farmers engaged in fisheries/ aquaculture Please refer to Para 3.1.1.2 of our circular FIDD.CO.FSD.BC.12/05.05.010/2018-19 dated",https://website.rbi.org.in/documents/87730/39710850/NT51a59de060fa734da6ab1f8ff11a9d2834.pdf,RBI_2022-23_51_FIDD_CO_FSD_BC_No_6_05_05_010_2022-23_May_18_2022_The_Chairman_Managing_Director_Chie_20250107224743.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_51_FIDD_CO_FSD_BC_No_6_05_05_010_2022-23_May_18_2022_The_Chairman_Managing_Director_Chie_20250107224743.pdf,2025-01-07 22:47:43,2025-01-07 22:47:43,2025-01-07 22:47:43
"Lending by Commercial Banks to NBFCs and Small Finance Banks (SFBs) to NBFC-MFIs, for the purpose of on-lending to priority sectors","May 13, 2022",https://website.rbi.org.in/web/rbi/-/notifications/lending-by-commercial-banks-to-nbfcs-and-small-finance-banks-sfbs-to-nbfc-mfis-for-the-purpose-of-on-lending-to-priority-sectors-12317,RBI/2022-23/50 FIDD.CO.Plan.BC.No.5/04.09.01/2022-23,https://website.rbi.org.in/documents/87730/39710850/50OnlendingMarch2022d9d1b2a7c5c34394a809bc7d8d8c069a.pdf,RBI_2022-23_50_FIDD_CO_Plan_BC_No_5_04_09_01_2022-23_20250107224746.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2022-23_50_FIDD_CO_Plan_BC_No_5_04_09_01_2022-23_20250107224746.pdf,2025-01-07 22:47:46,2025-01-07 22:47:46,2025-01-07 22:47:46
